trip_id,pickup_location,drop_location,trip_status,vehicle_type,driver_rating,promo_code_used,wait_time_before_pickup,distance_travelled,fare_amount,passenger_rating,total_passenger,payment_method,duration_time,date,customer_id,passenger_type
TRIP100556,Motijheel,Mohammadpur,Completed,CNG,3.3,No,13,17.35,832.65,4.6,1,Cash,78,2024-05-22,CUST1232,New
TRIP100557,Bashundhara,Gulshan,Completed,Car,4.9,No,18,12.18,120.64,4.2,1,Cash,81,2024-01-14,CUST1412,Repeated
TRIP100558,Motijheel,Uttara,Completed,Bike,3.1,No,7,10.24,701.59,4.1,1,Card,48,2024-01-23,CUST1647,New
TRIP100559,Mohammadpur,Mohammadpur,Completed,Microbus,4.8,No,12,16.55,522.75,4.2,2,Mobile Payment,34,2024-06-12,CUST1314,Repeated
TRIP100560,Gulshan,Farmgate,Completed,Bike,3.1,Yes,15,7.28,617.62,4.9,2,Cash,22,2024-01-01,CUST1135,New
TRIP100561,Banani,Mirpur,Completed,Car,3.5,Yes,8,4.64,719.48,4.7,1,Cash,15,2024-05-28,CUST1403,New
TRIP100562,Gulshan,Gulshan,Completed,Car,4.6,No,18,22.76,258.17,4.8,1,Mobile Payment,49,2024-01-03,CUST1687,New
TRIP100563,Mohammadpur,Mohammadpur,Completed,Microbus,4.1,No,7,24.12,548.89,3.8,1,Mobile Payment,24,2024-06-15,CUST1628,New
TRIP100564,Dhanmondi,Gulshan,Completed,Microbus,4.7,No,11,7.99,174.57,3.4,1,Card,10,2024-06-11,CUST1210,Repeated
TRIP100565,Banani,Motijheel,Completed,Microbus,4.3,No,13,24.64,358.45,4.7,1,Cash,69,2024-02-29,CUST1059,New
TRIP100566,Banani,Farmgate,Cancelled,CNG,4.1,No,17,7.22,580.3,4.6,1,Card,47,2024-03-13,CUST1277,Repeated
TRIP100567,Dhanmondi,Farmgate,Cancelled,Car,4.5,No,4,21.27,378.82,3.7,4,Mobile Payment,62,2024-05-11,CUST1523,New
TRIP100568,Farmgate,Banani,Completed,Car,4.7,No,17,13.11,74.22,3.6,2,Cash,22,2024-06-18,CUST1591,New
TRIP100569,Banani,Farmgate,Completed,Microbus,4.8,No,10,12.09,888.88,3.7,2,Card,67,2024-05-05,CUST1642,Repeated
TRIP100570,Gulshan,Mohammadpur,Cancelled,CNG,4.7,No,2,1.66,204.28,3.6,2,Cash,69,2024-01-30,CUST1168,Repeated
TRIP100571,Mohammadpur,Uttara,Completed,Microbus,3.4,Yes,8,4.56,333.52,3.5,1,Cash,64,2024-06-24,CUST1133,Repeated
TRIP100572,Farmgate,Mohammadpur,Cancelled,CNG,4.8,Yes,4,20.93,663.61,3.3,1,Mobile Payment,77,2024-06-02,CUST1093,New
TRIP100573,Motijheel,Uttara,Completed,Bike,3.5,No,6,17.0,592.64,4.0,1,Cash,80,2024-01-29,CUST1149,Repeated
TRIP100574,Bashundhara,Uttara,Cancelled,Car,4.9,No,3,1.72,624.86,4.4,4,Card,79,2024-03-16,CUST1244,Repeated
TRIP100575,Uttara,Bashundhara,Completed,Bike,4.8,Yes,19,19.66,219.15,3.7,3,Card,48,2024-05-13,CUST1083,Repeated
TRIP100576,Dhanmondi,Farmgate,Completed,Car,3.5,Yes,12,7.39,100.68,4.3,2,Mobile Payment,6,2024-01-17,CUST1400,Repeated
TRIP100577,Mirpur,Dhanmondi,Completed,Microbus,3.2,Yes,19,23.04,369.97,3.7,1,Card,38,2024-03-13,CUST1149,Repeated
TRIP100578,Uttara,Dhanmondi,Completed,CNG,3.0,No,15,5.63,872.75,3.8,1,Cash,51,2024-03-01,CUST1455,Repeated
TRIP100579,Banani,Dhanmondi,Completed,Car,4.1,No,11,21.81,289.51,4.1,1,Card,5,2024-04-14,CUST1608,Repeated
TRIP100580,Farmgate,Mirpur,Cancelled,Car,4.3,No,8,23.45,301.24,4.5,1,Cash,12,2024-02-27,CUST1457,Repeated
TRIP100581,Gulshan,Uttara,Completed,Car,4.7,No,3,20.86,653.63,3.6,1,Mobile Payment,88,2024-01-20,CUST1049,Repeated
TRIP100582,Mirpur,Bashundhara,Completed,Microbus,4.4,No,12,6.2,135.41,4.5,1,Card,13,2024-05-29,CUST1397,Repeated
TRIP100583,Motijheel,Gulshan,Completed,Car,3.7,No,18,7.92,494.72,4.0,1,Cash,8,2024-02-27,CUST1235,New
TRIP100584,Dhanmondi,Mohammadpur,Completed,Microbus,4.8,Yes,3,23.15,854.51,4.3,2,Cash,13,2024-05-25,CUST1540,New
TRIP100585,Dhanmondi,Banani,Completed,Microbus,4.4,No,16,14.41,559.22,4.3,1,Cash,57,2024-02-20,CUST1376,New
TRIP100586,Farmgate,Uttara,Completed,CNG,4.6,No,12,7.73,693.45,4.3,3,Card,40,2024-04-23,CUST1048,Repeated
TRIP100587,Banani,Mirpur,Completed,Bike,4.2,Yes,2,2.75,930.09,5.0,1,Mobile Payment,41,2024-03-14,CUST1151,Repeated
TRIP100588,Gulshan,Banani,No-show,Bike,4.6,No,11,11.46,698.81,4.1,2,Mobile Payment,8,2024-06-16,CUST1015,Repeated
TRIP100589,Mohammadpur,Mirpur,Completed,Car,4.7,Yes,5,3.18,305.25,3.2,4,Cash,29,2024-05-18,CUST1174,New
TRIP100590,Uttara,Banani,Completed,Car,4.9,No,7,3.54,615.58,3.8,1,Mobile Payment,73,2024-03-05,CUST1289,New
TRIP100591,Farmgate,Mirpur,Cancelled,CNG,4.1,Yes,11,2.52,748.54,3.9,1,Card,12,2024-06-08,CUST1286,Repeated
TRIP100592,Motijheel,Gulshan,Completed,Bike,3.1,No,16,21.41,252.24,3.8,1,Card,16,2024-04-13,CUST1261,New
TRIP100593,Farmgate,Farmgate,Completed,CNG,4.5,No,19,15.81,966.52,3.5,1,Card,14,2024-05-29,CUST1200,Repeated
TRIP100594,Banani,Gulshan,Completed,Microbus,3.0,No,16,3.59,753.44,4.6,1,Card,72,2024-06-13,CUST1391,New
TRIP100595,Mirpur,Mirpur,Completed,Car,3.4,No,15,24.1,543.7,4.2,2,Cash,31,2024-05-15,CUST1110,Repeated
TRIP100596,Mohammadpur,Banani,Completed,CNG,4.0,Yes,10,4.88,526.39,5.0,3,Mobile Payment,48,2024-04-26,CUST1252,New
TRIP100597,Banani,Bashundhara,Completed,Car,3.1,Yes,14,16.89,571.46,3.8,1,Card,88,2024-02-01,CUST1384,New
TRIP100598,Bashundhara,Bashundhara,Completed,Car,4.0,No,9,3.23,977.16,3.3,2,Card,69,2024-02-24,CUST1671,Repeated
TRIP100599,Farmgate,Dhanmondi,Completed,Car,3.3,No,7,2.95,630.38,4.2,1,Mobile Payment,35,2024-02-08,CUST1114,Repeated
TRIP100600,Farmgate,Banani,Completed,Bike,3.6,No,2,16.5,756.58,4.7,1,Mobile Payment,36,2024-03-09,CUST1062,Repeated
TRIP100601,Farmgate,Farmgate,Completed,Car,3.2,No,7,6.62,828.16,4.8,1,Cash,48,2024-06-02,CUST1424,New
TRIP100602,Mohammadpur,Mirpur,Cancelled,Bike,4.4,Yes,14,9.28,734.2,4.9,3,Cash,33,2024-06-17,CUST1183,Repeated
TRIP100603,Motijheel,Dhanmondi,Completed,Microbus,3.8,No,9,23.43,890.09,3.8,2,Card,63,2024-05-14,CUST1357,New
TRIP100604,Mirpur,Mohammadpur,Completed,CNG,4.0,No,10,13.47,188.34,3.2,2,Card,50,2024-02-23,CUST1319,Repeated
TRIP100605,Banani,Mirpur,Completed,Bike,3.2,No,16,12.92,310.47,5.0,1,Mobile Payment,15,2024-04-10,CUST1488,Repeated
TRIP100606,Dhanmondi,Gulshan,Completed,Microbus,3.8,Yes,17,15.95,133.78,3.7,1,Card,18,2024-05-11,CUST1338,New
TRIP100607,Farmgate,Motijheel,Completed,Microbus,3.0,No,6,18.02,845.14,3.3,1,Card,44,2024-03-31,CUST1478,Repeated
TRIP100608,Dhanmondi,Mohammadpur,Completed,CNG,3.6,No,8,1.44,798.74,3.9,1,Card,43,2024-05-30,CUST1355,New
TRIP100609,Bashundhara,Dhanmondi,Completed,Car,4.0,No,18,9.09,165.26,3.7,1,Card,33,2024-05-27,CUST1126,New
TRIP100610,Uttara,Banani,Cancelled,CNG,4.5,No,9,13.57,152.56,4.8,1,Cash,9,2024-04-30,CUST1469,Repeated
TRIP100611,Dhanmondi,Farmgate,No-show,Bike,3.6,No,15,15.07,553.14,4.0,3,Cash,17,2024-04-08,CUST1260,Repeated
TRIP100612,Dhanmondi,Gulshan,Completed,Bike,4.4,No,3,11.25,856.85,4.4,1,Card,83,2024-06-18,CUST1690,Repeated
TRIP100613,Uttara,Motijheel,Completed,Microbus,3.8,No,6,3.71,736.1,3.6,1,Cash,56,2024-01-08,CUST1452,Repeated
TRIP100614,Mirpur,Mirpur,Completed,Bike,4.3,No,7,24.38,391.59,4.1,1,Mobile Payment,88,2024-04-13,CUST1185,New
TRIP100615,Mohammadpur,Motijheel,Completed,Car,4.9,Yes,19,11.27,593.5,4.3,1,Mobile Payment,31,2024-03-05,CUST1217,New
TRIP100616,Motijheel,Bashundhara,Completed,CNG,4.0,Yes,8,17.76,87.03,4.6,2,Mobile Payment,23,2024-06-29,CUST1459,Repeated
TRIP100617,Motijheel,Bashundhara,Completed,CNG,4.9,No,5,21.38,594.56,4.8,1,Card,86,2024-06-14,CUST1693,Repeated
TRIP100618,Dhanmondi,Mirpur,Completed,Microbus,3.9,No,4,12.65,245.88,4.5,1,Mobile Payment,82,2024-04-19,CUST1184,Repeated
TRIP100619,Uttara,Gulshan,Completed,CNG,3.3,No,4,21.8,673.33,3.0,3,Mobile Payment,70,2024-05-06,CUST1142,Repeated
TRIP100620,Farmgate,Farmgate,Cancelled,CNG,3.7,Yes,19,8.64,157.88,4.4,3,Mobile Payment,52,2024-04-01,CUST1341,Repeated
TRIP100621,Motijheel,Gulshan,Completed,Bike,3.1,No,7,4.78,290.07,3.1,3,Card,71,2024-04-21,CUST1257,Repeated
TRIP100622,Banani,Uttara,Completed,Microbus,3.2,No,9,11.6,454.84,4.0,2,Mobile Payment,18,2024-05-31,CUST1585,Repeated
TRIP100623,Uttara,Farmgate,Completed,CNG,3.2,Yes,6,21.05,698.27,3.4,3,Mobile Payment,71,2024-03-22,CUST1110,Repeated
TRIP100624,Banani,Bashundhara,Completed,CNG,3.3,No,1,15.47,137.28,4.1,2,Mobile Payment,6,2024-04-24,CUST1027,Repeated
TRIP100625,Mirpur,Farmgate,Completed,Car,4.7,No,2,12.46,383.81,4.4,1,Cash,76,2024-03-19,CUST1000,New
TRIP100626,Dhanmondi,Uttara,Completed,Bike,4.6,No,11,15.92,367.27,3.4,1,Cash,58,2024-01-10,CUST1464,Repeated
TRIP100627,Uttara,Motijheel,Completed,Bike,4.8,Yes,10,5.87,164.38,4.6,1,Cash,17,2024-03-30,CUST1456,Repeated
TRIP100628,Farmgate,Mirpur,Completed,CNG,4.7,Yes,19,10.58,760.56,4.0,1,Cash,73,2024-02-18,CUST1681,New
TRIP100629,Mirpur,Mirpur,Completed,Car,3.3,No,16,16.39,800.5,4.7,1,Mobile Payment,59,2024-05-16,CUST1286,Repeated
TRIP100630,Banani,Motijheel,Completed,CNG,3.3,Yes,4,23.49,804.24,3.4,2,Mobile Payment,48,2024-02-16,CUST1468,Repeated
TRIP100631,Banani,Bashundhara,Completed,Microbus,3.8,No,14,4.99,228.11,3.4,1,Cash,73,2024-05-13,CUST1212,Repeated
TRIP100632,Farmgate,Mohammadpur,Completed,Car,3.8,No,10,17.19,979.69,4.8,1,Card,31,2024-06-28,CUST1404,New
TRIP100633,Uttara,Motijheel,Cancelled,Microbus,3.5,No,11,20.89,813.02,4.2,4,Mobile Payment,54,2024-03-15,CUST1563,New
TRIP100634,Bashundhara,Banani,Completed,Bike,4.5,No,15,16.37,385.05,3.9,1,Card,9,2024-04-09,CUST1179,New
TRIP100635,Mirpur,Mirpur,Completed,CNG,4.4,No,6,2.55,923.14,4.4,2,Mobile Payment,20,2024-01-22,CUST1311,New
TRIP100636,Bashundhara,Mirpur,Completed,Bike,3.3,No,2,9.35,533.65,4.6,2,Mobile Payment,49,2024-05-26,CUST1343,Repeated
TRIP100637,Motijheel,Uttara,Cancelled,CNG,4.8,No,19,4.66,70.83,3.1,2,Mobile Payment,16,2024-02-18,CUST1208,New
TRIP100638,Motijheel,Gulshan,Completed,Bike,4.9,No,3,22.76,976.27,3.5,1,Mobile Payment,52,2024-06-14,CUST1033,New
TRIP100639,Gulshan,Farmgate,Completed,CNG,4.6,Yes,1,17.5,948.82,3.4,2,Card,45,2024-03-28,CUST1275,Repeated
TRIP100640,Dhanmondi,Dhanmondi,Completed,Car,3.3,Yes,19,10.69,566.86,3.2,1,Cash,71,2024-05-08,CUST1284,Repeated
TRIP100641,Farmgate,Bashundhara,Completed,Bike,3.1,No,18,23.65,120.93,4.7,2,Mobile Payment,65,2024-06-03,CUST1191,Repeated
TRIP100642,Banani,Uttara,Cancelled,Car,3.5,No,13,20.46,617.93,3.6,1,Mobile Payment,37,2024-05-07,CUST1577,Repeated
TRIP100643,Dhanmondi,Gulshan,Completed,Microbus,3.7,No,9,24.52,630.72,3.9,1,Card,79,2024-05-16,CUST1425,Repeated
TRIP100644,Banani,Motijheel,Completed,Car,3.9,No,15,4.15,80.07,4.0,1,Cash,32,2024-01-17,CUST1312,Repeated
TRIP100645,Gulshan,Uttara,Completed,Bike,3.7,Yes,5,4.96,325.5,3.2,1,Cash,68,2024-06-23,CUST1346,New
TRIP100646,Mohammadpur,Gulshan,Cancelled,CNG,4.3,Yes,19,11.35,850.4,3.3,1,Mobile Payment,59,2024-05-13,CUST1080,Repeated
TRIP100647,Dhanmondi,Motijheel,No-show,Microbus,3.0,No,12,18.2,533.24,4.7,4,Card,55,2024-02-06,CUST1697,Repeated
TRIP100648,Bashundhara,Farmgate,Completed,CNG,4.6,Yes,16,17.44,353.67,4.2,2,Card,29,2024-05-07,CUST1643,New
TRIP100649,Mohammadpur,Mohammadpur,Completed,CNG,3.5,Yes,17,14.64,281.13,3.8,2,Mobile Payment,75,2024-02-01,CUST1039,New
TRIP100650,Motijheel,Mohammadpur,No-show,Microbus,3.4,Yes,3,15.49,961.01,3.9,2,Mobile Payment,75,2024-01-11,CUST1259,Repeated
TRIP100651,Banani,Motijheel,Completed,Microbus,3.2,No,16,16.7,261.89,3.5,1,Cash,35,2024-06-20,CUST1329,Repeated
TRIP100652,Farmgate,Motijheel,Cancelled,Microbus,4.5,Yes,17,19.82,317.58,3.7,3,Mobile Payment,46,2024-06-14,CUST1172,New
TRIP100653,Uttara,Banani,Completed,Bike,4.5,Yes,2,24.84,904.83,4.8,3,Mobile Payment,79,2024-02-22,CUST1638,New
TRIP100654,Bashundhara,Mirpur,Cancelled,Bike,4.4,No,4,9.83,840.0,3.0,1,Mobile Payment,9,2024-05-02,CUST1641,New
TRIP100655,Farmgate,Mohammadpur,Cancelled,CNG,4.8,Yes,12,12.17,786.31,4.8,2,Mobile Payment,25,2024-02-25,CUST1400,Repeated
TRIP100656,Dhanmondi,Mohammadpur,Cancelled,Car,4.5,No,11,21.6,524.39,3.9,1,Mobile Payment,70,2024-01-06,CUST1264,Repeated
TRIP100657,Uttara,Mirpur,No-show,Microbus,3.4,No,8,10.43,980.72,3.0,1,Cash,28,2024-06-03,CUST1209,New
TRIP100658,Farmgate,Motijheel,Completed,Microbus,4.7,No,4,5.0,252.44,3.2,2,Card,31,2024-01-22,CUST1362,New
TRIP100659,Mohammadpur,Mirpur,Completed,Bike,3.0,No,13,21.82,542.67,3.9,2,Cash,57,2024-01-10,CUST1375,Repeated
TRIP100660,Bashundhara,Mirpur,Completed,CNG,4.9,No,18,21.86,711.74,4.7,2,Mobile Payment,53,2024-06-12,CUST1504,Repeated
TRIP100661,Uttara,Banani,Completed,Car,3.9,No,19,3.71,71.69,4.9,1,Cash,35,2024-05-20,CUST1454,New
TRIP100662,Mirpur,Mohammadpur,Completed,Bike,5.0,No,1,5.31,172.7,3.4,1,Cash,24,2024-06-18,CUST1452,Repeated
TRIP100663,Bashundhara,Banani,Completed,Car,3.1,Yes,17,18.67,403.6,4.5,1,Mobile Payment,66,2024-04-05,CUST1184,Repeated
TRIP100664,Uttara,Motijheel,Completed,Microbus,3.5,No,3,15.41,109.2,4.3,2,Card,38,2024-03-30,CUST1411,Repeated
TRIP100665,Motijheel,Farmgate,Completed,Bike,3.8,No,4,1.48,423.9,3.3,4,Cash,19,2024-02-13,CUST1667,New
TRIP100666,Banani,Bashundhara,Completed,CNG,4.6,Yes,1,4.33,61.75,3.5,1,Cash,8,2024-01-09,CUST1471,Repeated
TRIP100667,Banani,Dhanmondi,No-show,Bike,3.1,Yes,5,10.72,139.9,3.2,2,Card,83,2024-03-25,CUST1455,Repeated
TRIP100668,Mohammadpur,Motijheel,Completed,Car,3.6,Yes,2,17.73,710.59,4.8,3,Cash,43,2024-01-27,CUST1610,Repeated
TRIP100669,Farmgate,Banani,Completed,Microbus,3.8,No,17,21.63,681.39,4.8,2,Card,78,2024-03-03,CUST1694,Repeated
TRIP100670,Dhanmondi,Farmgate,Completed,Bike,3.6,No,11,19.59,239.33,4.6,2,Mobile Payment,88,2024-06-30,CUST1147,Repeated
TRIP100671,Motijheel,Mohammadpur,Completed,CNG,3.6,No,10,21.04,319.75,3.0,2,Card,61,2024-05-18,CUST1078,Repeated
TRIP100672,Bashundhara,Bashundhara,Completed,Microbus,4.8,Yes,2,8.31,422.28,3.8,4,Mobile Payment,32,2024-06-18,CUST1082,Repeated
TRIP100673,Banani,Bashundhara,Completed,Car,3.7,No,19,18.64,70.38,3.1,1,Mobile Payment,59,2024-01-02,CUST1216,Repeated
TRIP100674,Bashundhara,Motijheel,Cancelled,Bike,3.9,No,7,20.71,311.43,3.9,3,Cash,21,2024-05-22,CUST1170,Repeated
TRIP100675,Mohammadpur,Motijheel,Completed,Car,4.3,Yes,6,15.08,895.16,3.5,1,Cash,20,2024-06-12,CUST1269,Repeated
TRIP100676,Mohammadpur,Mohammadpur,Completed,Microbus,3.9,No,4,10.63,436.65,3.6,2,Cash,76,2024-02-10,CUST1170,Repeated
TRIP100677,Bashundhara,Gulshan,Completed,CNG,3.7,No,10,11.77,363.54,3.3,1,Card,15,2024-05-21,CUST1475,Repeated
TRIP100678,Gulshan,Banani,Completed,Bike,4.3,No,3,19.1,678.12,3.9,1,Card,44,2024-04-26,CUST1023,Repeated
TRIP100679,Mohammadpur,Banani,Completed,Car,3.5,No,5,19.7,761.67,3.2,1,Mobile Payment,52,2024-03-07,CUST1444,New
TRIP100680,Motijheel,Farmgate,Completed,Bike,4.5,No,9,8.61,738.15,4.5,1,Cash,77,2024-04-05,CUST1015,Repeated
TRIP100681,Mohammadpur,Farmgate,Completed,CNG,3.1,Yes,14,17.56,169.08,4.8,1,Mobile Payment,25,2024-06-03,CUST1140,Repeated
TRIP100682,Gulshan,Mirpur,Completed,CNG,4.6,No,3,6.83,758.61,3.3,1,Mobile Payment,88,2024-02-02,CUST1080,Repeated
TRIP100683,Banani,Dhanmondi,Completed,Microbus,4.9,No,10,10.5,422.36,4.1,2,Cash,26,2024-03-09,CUST1016,New
TRIP100684,Mohammadpur,Mirpur,Completed,CNG,3.3,No,11,10.01,886.33,4.3,2,Mobile Payment,60,2024-03-21,CUST1564,Repeated
TRIP100685,Mohammadpur,Gulshan,Completed,Car,4.9,No,10,6.72,98.13,3.2,1,Cash,58,2024-06-19,CUST1342,Repeated
TRIP100686,Banani,Bashundhara,Completed,Microbus,4.1,No,16,9.23,518.56,3.0,1,Card,65,2024-01-16,CUST1297,Repeated
TRIP100687,Dhanmondi,Uttara,Completed,Microbus,4.3,Yes,11,15.51,506.67,3.2,3,Mobile Payment,62,2024-02-25,CUST1561,Repeated
TRIP100688,Motijheel,Dhanmondi,Completed,CNG,3.5,No,11,13.2,160.88,4.7,2,Mobile Payment,77,2024-01-07,CUST1043,New
TRIP100689,Uttara,Banani,No-show,Bike,4.3,No,15,13.86,500.34,4.1,3,Card,77,2024-03-15,CUST1156,Repeated
TRIP100690,Uttara,Mohammadpur,Completed,Bike,3.9,No,12,17.6,768.91,3.7,4,Cash,27,2024-04-23,CUST1343,Repeated
TRIP100691,Uttara,Uttara,Completed,Bike,4.6,No,9,11.56,956.28,4.0,2,Cash,27,2024-06-01,CUST1411,Repeated
TRIP100692,Bashundhara,Bashundhara,Completed,CNG,3.4,Yes,8,24.62,747.89,4.4,1,Mobile Payment,57,2024-04-30,CUST1212,Repeated
TRIP100693,Banani,Uttara,Completed,Bike,4.3,Yes,18,13.65,770.02,4.1,1,Card,11,2024-05-12,CUST1431,Repeated
TRIP100694,Mohammadpur,Dhanmondi,Completed,Bike,4.0,No,5,3.92,81.48,4.6,3,Mobile Payment,44,2024-04-29,CUST1649,Repeated
TRIP100695,Gulshan,Dhanmondi,Completed,Car,4.5,No,13,16.58,298.93,4.1,2,Mobile Payment,60,2024-06-03,CUST1211,Repeated
TRIP100696,Mohammadpur,Motijheel,Completed,CNG,3.0,No,4,5.1,372.54,4.8,1,Card,51,2024-01-29,CUST1685,Repeated
TRIP100697,Motijheel,Motijheel,Completed,CNG,4.1,Yes,1,24.96,271.86,4.8,3,Card,56,2024-03-14,CUST1418,Repeated
TRIP100698,Bashundhara,Mohammadpur,Completed,Bike,4.8,No,10,14.12,882.93,3.8,2,Mobile Payment,47,2024-01-15,CUST1351,Repeated
TRIP100699,Bashundhara,Uttara,Completed,Bike,4.6,No,7,15.41,793.12,5.0,1,Cash,15,2024-01-29,CUST1524,Repeated
TRIP100700,Gulshan,Uttara,Completed,Bike,3.5,No,11,23.93,967.12,4.5,3,Card,73,2024-02-20,CUST1421,Repeated
TRIP100701,Dhanmondi,Farmgate,Cancelled,CNG,5.0,No,2,13.31,274.91,4.1,1,Mobile Payment,10,2024-01-25,CUST1439,New
TRIP100702,Uttara,Banani,Completed,Bike,3.6,No,19,16.33,621.57,3.4,1,Card,22,2024-04-19,CUST1648,New
TRIP100703,Mohammadpur,Mohammadpur,Completed,Bike,3.4,No,15,18.57,939.84,4.9,1,Card,19,2024-04-11,CUST1572,Repeated
TRIP100704,Mirpur,Gulshan,Completed,Bike,3.7,Yes,13,1.83,55.07,3.2,1,Cash,7,2024-05-06,CUST1373,New
TRIP100705,Banani,Mohammadpur,Completed,Microbus,3.1,Yes,18,1.49,348.99,3.1,1,Card,41,2024-04-15,CUST1301,Repeated
TRIP100706,Banani,Bashundhara,Completed,CNG,4.2,No,1,2.69,555.71,4.6,1,Card,71,2024-04-08,CUST1642,Repeated
TRIP100707,Gulshan,Banani,Completed,Car,4.0,Yes,11,24.11,527.66,4.3,1,Card,85,2024-05-13,CUST1142,Repeated
TRIP100708,Gulshan,Gulshan,Completed,Bike,4.6,No,10,20.0,443.66,3.8,4,Card,21,2024-04-21,CUST1510,Repeated
TRIP100709,Mirpur,Uttara,Completed,Microbus,3.4,Yes,6,19.91,635.0,4.1,1,Mobile Payment,81,2024-02-27,CUST1386,Repeated
TRIP100710,Mirpur,Banani,Completed,Microbus,3.7,No,14,4.71,156.74,3.7,1,Card,55,2024-02-24,CUST1561,Repeated
TRIP100711,Farmgate,Bashundhara,Completed,Bike,4.1,No,18,23.97,220.02,3.3,2,Cash,24,2024-05-05,CUST1608,Repeated
TRIP100712,Mohammadpur,Dhanmondi,Completed,CNG,3.3,No,17,16.16,589.42,4.5,1,Mobile Payment,13,2024-01-07,CUST1163,New
TRIP100713,Mohammadpur,Motijheel,Completed,Microbus,4.7,Yes,5,13.73,186.76,3.7,1,Mobile Payment,76,2024-01-21,CUST1110,Repeated
TRIP100714,Motijheel,Banani,Cancelled,CNG,3.8,No,7,12.55,494.93,3.7,1,Card,17,2024-04-08,CUST1429,New
TRIP100715,Gulshan,Gulshan,Completed,Car,4.6,No,3,1.6,504.99,3.5,1,Cash,71,2024-06-21,CUST1582,Repeated
TRIP100716,Bashundhara,Mirpur,Completed,Car,3.9,No,19,6.92,457.52,4.1,2,Mobile Payment,26,2024-05-22,CUST1675,Repeated
TRIP100717,Farmgate,Farmgate,Completed,Bike,3.6,Yes,11,11.22,179.9,4.5,1,Card,82,2024-02-23,CUST1517,Repeated
TRIP100718,Uttara,Uttara,No-show,Microbus,5.0,Yes,19,20.01,914.97,3.1,1,Mobile Payment,55,2024-01-17,CUST1205,Repeated
TRIP100719,Mohammadpur,Motijheel,Cancelled,Bike,4.6,No,2,6.94,751.37,3.3,1,Mobile Payment,11,2024-05-06,CUST1308,Repeated
TRIP100720,Motijheel,Mohammadpur,Completed,Microbus,4.7,No,11,24.55,739.07,3.4,1,Mobile Payment,30,2024-04-21,CUST1202,New
TRIP100721,Mirpur,Farmgate,Completed,Car,3.8,Yes,5,20.94,78.39,3.6,1,Cash,54,2024-01-16,CUST1441,Repeated
TRIP100722,Motijheel,Gulshan,Completed,CNG,4.0,No,15,20.4,159.17,4.9,2,Cash,85,2024-01-30,CUST1026,Repeated
TRIP100723,Uttara,Bashundhara,Completed,Microbus,3.2,No,4,23.79,762.82,3.6,1,Mobile Payment,6,2024-01-23,CUST1546,Repeated
TRIP100724,Banani,Bashundhara,Cancelled,CNG,4.2,No,8,20.19,242.93,3.7,1,Card,31,2024-05-18,CUST1588,Repeated
TRIP100725,Bashundhara,Mirpur,Completed,CNG,3.5,No,2,23.92,653.56,4.5,2,Card,61,2024-06-11,CUST1679,Repeated
TRIP100726,Motijheel,Banani,Completed,Bike,3.6,No,17,12.88,277.71,3.4,2,Mobile Payment,82,2024-03-02,CUST1453,Repeated
TRIP100727,Dhanmondi,Dhanmondi,Completed,Microbus,4.6,Yes,9,7.29,273.97,4.8,2,Card,85,2024-06-13,CUST1351,Repeated
TRIP100728,Mohammadpur,Farmgate,Completed,Microbus,4.5,Yes,1,4.65,923.47,4.3,1,Cash,24,2024-06-01,CUST1284,Repeated
TRIP100729,Dhanmondi,Dhanmondi,Completed,Bike,4.0,No,3,8.47,589.47,3.5,3,Mobile Payment,86,2024-04-20,CUST1562,Repeated
TRIP100730,Banani,Farmgate,Completed,Microbus,4.5,No,6,13.07,330.29,3.9,2,Mobile Payment,87,2024-05-11,CUST1308,Repeated
TRIP100731,Mohammadpur,Banani,Completed,Bike,4.2,No,5,22.46,961.19,4.7,1,Card,44,2024-01-17,CUST1060,Repeated
TRIP100732,Banani,Motijheel,Completed,Microbus,4.7,No,5,9.83,655.44,3.9,1,Mobile Payment,53,2024-04-28,CUST1585,Repeated
TRIP100733,Mirpur,Banani,Completed,Car,4.0,No,19,5.7,365.55,4.7,1,Cash,16,2024-05-31,CUST1587,Repeated
TRIP100734,Gulshan,Farmgate,Completed,Microbus,3.0,No,12,3.67,597.82,3.3,1,Mobile Payment,44,2024-05-08,CUST1695,Repeated
TRIP100735,Mirpur,Farmgate,Completed,Bike,3.1,Yes,11,13.12,518.61,4.5,2,Cash,40,2024-05-01,CUST1147,Repeated
TRIP100736,Gulshan,Mohammadpur,Completed,CNG,4.3,No,15,22.02,765.31,4.1,1,Card,6,2024-01-27,CUST1211,Repeated
TRIP100737,Bashundhara,Banani,Completed,Microbus,4.2,No,18,24.68,587.83,3.8,1,Card,18,2024-03-13,CUST1099,Repeated
TRIP100738,Uttara,Dhanmondi,Completed,Car,3.1,No,8,16.82,552.71,4.0,4,Cash,86,2024-02-25,CUST1428,Repeated
TRIP100739,Mohammadpur,Motijheel,Completed,Car,4.7,No,9,3.6,764.26,4.5,1,Card,61,2024-01-07,CUST1561,Repeated
TRIP100740,Mohammadpur,Dhanmondi,Completed,Microbus,4.6,No,12,16.99,432.4,4.6,1,Mobile Payment,62,2024-02-24,CUST1022,Repeated
TRIP100741,Bashundhara,Bashundhara,Completed,Bike,3.6,Yes,19,2.78,272.02,3.4,1,Card,25,2024-06-24,CUST1366,Repeated
